_id,class,nameId,mapId,positionId,name_jp,name_na,name_eu,name_fr,name_de
0002-000080-000077,Mob_,77,2,80,オートマチック・キャバルリー,,,,
0002-000081-000078,Mob_,78,2,81,オートマチック・コロッサス,,,,
0002-000078-000079,Mob_,79,2,78,オートマチック・サテライト,,,,
0002-000082-000080,Mob_,80,2,82,オートマチック・スラッシャー,,,,
0002-000083-000081,Mob_,81,2,83,オートマチック・デスマシーン,,,,
0002-000083-000082,Mob_,82,2,83,オートマチック・ビット,,,,
0002-000084-000083,Mob_,83,2,84,オートマチック・マグナローダー,,,,
0002-000085-000084,Mob_,84,2,85,カニスルピナス,,,,
0002-000086-000085,Mob_,85,2,86,サイガ,,,,
0002-000087-000086,Mob_,86,2,87,サイガ,,,,
0002-000088-000087,Mob_,87,2,88,セルリウムゾブラン,,,,
0002-000082-000088,Mob_,88,2,82,モロズゴ,,,,
0002-000089-000089,Mob_,89,2,89,モロズゴ,,,,
0002-000090-000090,Mob_,90,2,90,ヨトゥン,,,,
0003-000103-000091,Mob_,91,3,103,アーマルコライト,,,,
0003-000104-000092,Mob_,92,3,104,ウィーパー,,,,
0003-000105-000093,Mob_,93,3,105,オスキュレーター,,,,
0003-000106-000094,Mob_,94,3,106,クリーナー,,,,
0003-000107-000095,Mob_,95,3,107,ケアテイカー,,,,
0003-000107-000096,Mob_,96,3,107,サポーター,,,,
0003-000108-000097,Mob_,97,3,108,シンカー,,,,
0003-000109-000098,Mob_,98,3,109,スウィーパー,,,,
0003-000106-000099,Mob_,99,3,106,スクレーパー,,,,
0003-000110-000100,Mob_,100,3,110,ダイナマイト,,,,
0003-000111-000101,Mob_,101,3,111,ダウンフォール・アラーム,,,,
0003-000111-000102,Mob_,102,3,111,ダウンフォール・ドロイド,,,,
0003-000111-000103,Mob_,103,3,111,ダウンフォール・ハンダー,,,,
0003-000105-000104,Mob_,104,3,105,ダフニア,,,,
0003-000112-000105,Mob_,105,3,112,トリマー,,,,
0003-000109-000106,Mob_,106,3,109,パノプト,,,,
0003-000113-000107,Mob_,107,3,113,ムース,,,,
0003-000114-000108,Mob_,108,3,114,ルナテンダー,,,,
0003-000115-000109,Mob_,109,3,115,レゴリス,,,,
0003-000116-000110,Mob_,110,3,116,ワンダラー,,,,
0004-000131-000111,Mob_,111,4,131,アカンサ,,,,
0004-000132-000112,Mob_,112,4,132,イアンティネ・ペタルダ,,,,
0004-000133-000113,Mob_,113,4,133,イアンティネ・ペタルダ,,,,
0004-000134-000114,Mob_,114,4,134,ウラヌー・メデューサ,,,,
0004-000135-000115,Mob_,115,4,135,エルピスタウロス,,,,
0004-000136-000116,Mob_,116,4,136,イグドリア,,,,
0004-000137-000117,Mob_,117,4,137,オキュペテ,,,,
0004-000138-000118,Mob_,118,4,138,オピオタウロス,,,,
0004-000139-000119,Mob_,119,4,139,オピオン,,,,
0004-000140-000120,Mob_,120,4,140,オリジン・ヒッポセルフ,,,,
0004-000132-000121,Mob_,121,4,132,キアネ・ペタルダ,,,,
0004-000133-000122,Mob_,122,4,133,キアネ・ペタルダ,,,,
0004-000141-000123,Mob_,123,4,141,グリュプス,,,,
0004-000132-000124,Mob_,124,4,132,コーキネ・ペタルダ,,,,
0004-000133-000125,Mob_,125,4,133,コーキネ・ペタルダ,,,,
0004-000142-000126,Mob_,126,4,142,ハルピュイア,,,,
0004-000143-000127,Mob_,127,4,143,バード・オブ・エルピス,,,,
0004-000144-000128,Mob_,128,4,144,ヒッペー,,,,
0004-000145-000129,Mob_,129,4,145,ファノプシュケ,,,,
0004-000146-000130,Mob_,130,4,146,ペガソス,,,,
0004-000147-000131,Mob_,131,4,147,マーカス・モルボル,,,,
0004-000147-000132,Mob_,132,4,147,メデューサ,,,,
0004-000148-000133,Mob_,133,4,148,メラニオン,,,,
0004-000149-000134,Mob_,134,4,149,モノセロス,,,,
0004-000150-000135,Mob_,135,4,150,リコペルシクム,,,,
0004-000151-000136,Mob_,136,4,151,レモラ,,,,
0004-000152-000137,Mob_,137,4,152,ロティス,,,,
0005-000168-000138,Mob_,138,5,168,アザーワン,,,,
0005-000169-000139,Mob_,139,5,169,ステラ・アンフィプテレ,,,,
0005-000170-000140,Mob_,140,5,170,ステラ・カラペスドラゴン,,,,
0005-000171-000141,Mob_,141,5,171,ステラ・ドラゴン,,,,
0005-000172-000142,Mob_,142,5,172,ステラ・ドラゴンフライ,,,,
0005-000173-000143,Mob_,143,5,173,ステラ・ブロビニャク,,,,
0005-000174-000144,Mob_,144,5,174,ステラ・レッサードラゴン,,,,
0005-000175-000145,Mob_,145,5,175,ステラ・ワイバーン,,,,
0005-000176-000146,Mob_,146,5,176,デルタ,,,,
0005-000177-000147,Mob_,147,5,177,ドリフティング・イーア,,,,
0005-000178-000148,Mob_,148,5,178,ブロークン・オミクロン,,,,
0005-000178-000149,Mob_,149,5,178,ベータ,,,,
0005-000179-000150,Mob_,150,5,179,ラムダ,,,,
0005-000180-000151,Mob_,151,5,180,ルミニオン,,,,
0005-000181-000152,Mob_,152,5,181,ルミニオン,,,,
0005-000182-000153,Mob_,153,5,182,ルミニオン,,,,
0005-000183-000154,Mob_,154,5,183,レベルトリッカー,,,,
0000-000026-000155,Mob_S+,155,0,26,ケール,,,,
0000-000027-000156,Mob_S,156,0,27,ブーフールー,,,,
0000-000028-000157,Mob_S,157,0,28,ブーフールー,,,,
0000-000029-000158,Mob_S,158,0,29,ブーフールー,,,,
0000-000030-000159,Mob_S,159,0,30,ブーフールー,,,,
0000-000031-000160,Mob_S,160,0,31,ブーフールー,,,,
0000-000032-000161,Mob_S,161,0,32,ブーフールー,,,,
0000-000033-000162,Mob_S,162,0,33,ブーフールー,,,,
0000-000034-000163,Mob_S,163,0,34,ブーフールー,,,,
0000-000035-000164,Mob_S,164,0,35,ブーフールー,,,,
0000-000036-000165,Mob_S,165,0,36,ブーフールー,,,,
0000-000027-000166,Mob_A,166,0,27,ストーシー,,,,
0000-000028-000167,Mob_A,167,0,28,ストーシー,,,,
0000-000029-000168,Mob_A,168,0,29,ストーシー,,,,
0000-000030-000169,Mob_A,169,0,30,ストーシー,,,,
0000-000031-000170,Mob_A,170,0,31,ストーシー,,,,
0000-000032-000171,Mob_A,171,0,32,ストーシー,,,,
0000-000033-000172,Mob_A,172,0,33,ストーシー,,,,
0000-000034-000173,Mob_A,173,0,34,ストーシー,,,,
0000-000035-000174,Mob_A,174,0,35,ストーシー,,,,
0000-000036-000175,Mob_A,175,0,36,ストーシー,,,,
0000-000027-000176,Mob_A,176,0,27,フルドラ,,,,
0000-000028-000177,Mob_A,177,0,28,フルドラ,,,,
0000-000029-000178,Mob_A,178,0,29,フルドラ,,,,
0000-000030-000179,Mob_A,179,0,30,フルドラ,,,,
0000-000031-000180,Mob_A,180,0,31,フルドラ,,,,
0000-000032-000181,Mob_A,181,0,32,フルドラ,,,,
0000-000033-000182,Mob_A,182,0,33,フルドラ,,,,
0000-000034-000183,Mob_A,183,0,34,フルドラ,,,,
0000-000035-000184,Mob_A,184,0,35,フルドラ,,,,
0000-000036-000185,Mob_A,185,0,36,フルドラ,,,,
0000-000027-000186,Mob_B,186,0,27,草賢人,,,,
0000-000028-000187,Mob_B,187,0,28,草賢人,,,,
0000-000029-000188,Mob_B,188,0,29,草賢人,,,,
0000-000033-000189,Mob_B,189,0,33,草賢人,,,,
0000-000030-000190,Mob_B,190,0,30,ウーヴウーヴ,,,,
0000-000031-000191,Mob_B,191,0,31,ウーヴウーヴ,,,,
0000-000032-000192,Mob_B,192,0,32,ウーヴウーヴ,,,,
0000-000034-000193,Mob_B,193,0,34,ウーヴウーヴ,,,,
0000-000035-000194,Mob_B,194,0,35,ウーヴウーヴ,,,,
0000-000036-000195,Mob_B,195,0,36,ウーヴウーヴ,,,,
0001-000060-000196,Mob_S+,196,1,60,ケール,,,,
0001-000066-000197,Mob_S,197,1,66,スパティカ,,,,
0001-000067-000198,Mob_S,198,1,67,スパティカ,,,,
0001-000068-000199,Mob_S,199,1,68,スパティカ,,,,
0001-000069-000200,Mob_S,200,1,69,スパティカ,,,,
0001-000061-000201,Mob_S,201,1,61,スパティカ,,,,
0001-000062-000202,Mob_S,202,1,62,スパティカ,,,,
0001-000063-000203,Mob_S,203,1,63,スパティカ,,,,
0001-000064-000204,Mob_S,204,1,64,スパティカ,,,,
0001-000065-000205,Mob_S,205,1,65,スパティカ,,,,
0001-000066-000206,Mob_A,206,1,66,ユラン,,,,
0001-000067-000207,Mob_A,207,1,67,ユラン,,,,
0001-000068-000208,Mob_A,208,1,68,ユラン,,,,
0001-000069-000209,Mob_A,209,1,69,ユラン,,,,
0001-000061-000210,Mob_A,210,1,61,ユラン,,,,
0001-000062-000211,Mob_A,211,1,62,ユラン,,,,
0001-000063-000212,Mob_A,212,1,63,ユラン,,,,
0001-000064-000213,Mob_A,213,1,64,ユラン,,,,
0001-000065-000214,Mob_A,214,1,65,ユラン,,,,
0001-000066-000215,Mob_A,215,1,66,スグリーヴァ,,,,
0001-000067-000216,Mob_A,216,1,67,スグリーヴァ,,,,
0001-000068-000217,Mob_A,217,1,68,スグリーヴァ,,,,
0001-000069-000218,Mob_A,218,1,69,スグリーヴァ,,,,
0001-000061-000219,Mob_A,219,1,61,スグリーヴァ,,,,
0001-000062-000220,Mob_A,220,1,62,スグリーヴァ,,,,
0001-000063-000221,Mob_A,221,1,63,スグリーヴァ,,,,
0001-000064-000222,Mob_A,222,1,64,スグリーヴァ,,,,
0001-000065-000223,Mob_A,223,1,65,スグリーヴァ,,,,
0001-000066-000224,Mob_B,224,1,66,ヴァジュラクマーラ,,,,
0001-000067-000225,Mob_B,225,1,67,ヴァジュラクマーラ,,,,
0001-000068-000226,Mob_B,226,1,68,ヴァジュラクマーラ,,,,
0001-000069-000227,Mob_B,227,1,69,ヴァジュラクマーラ,,,,
0001-000061-000228,Mob_B,228,1,61,イラーヴァティ,,,,
0001-000062-000229,Mob_B,229,1,62,イラーヴァティ,,,,
0001-000063-000230,Mob_B,230,1,63,イラーヴァティ,,,,
0001-000064-000231,Mob_B,231,1,64,イラーヴァティ,,,,
0001-000065-000232,Mob_B,232,1,65,イラーヴァティ,,,,
0002-000091-000233,Mob_S+,233,2,91,ケール,,,,
0002-000097-000234,Mob_S,234,2,97,アームストロング,,,,
0002-000098-000235,Mob_S,235,2,98,アームストロング,,,,
0002-000099-000236,Mob_S,236,2,99,アームストロング,,,,
0002-000100-000237,Mob_S,237,2,100,アームストロング,,,,
0002-000092-000238,Mob_S,238,2,92,アームストロング,,,,
0002-000093-000239,Mob_S,239,2,93,アームストロング,,,,
0002-000094-000240,Mob_S,240,2,94,アームストロング,,,,
0002-000095-000241,Mob_S,241,2,95,アームストロング,,,,
0002-000096-000242,Mob_S,242,2,96,アームストロング,,,,
0002-000097-000243,Mob_A,243,2,97,ミネルウァ,,,,
0002-000098-000244,Mob_A,244,2,98,ミネルウァ,,,,
0002-000099-000245,Mob_A,245,2,99,ミネルウァ,,,,
0002-000100-000246,Mob_A,246,2,100,ミネルウァ,,,,
0002-000092-000247,Mob_A,247,2,92,ミネルウァ,,,,
0002-000093-000248,Mob_A,248,2,93,ミネルウァ,,,,
0002-000094-000249,Mob_A,249,2,94,ミネルウァ,,,,
0002-000095-000250,Mob_A,250,2,95,ミネルウァ,,,,
0002-000096-000251,Mob_A,251,2,96,ミネルウァ,,,,
0002-000097-000252,Mob_A,252,2,97,アイゲイロス,,,,
0002-000098-000253,Mob_A,253,2,98,アイゲイロス,,,,
0002-000099-000254,Mob_A,254,2,99,アイゲイロス,,,,
0002-000100-000255,Mob_A,255,2,100,アイゲイロス,,,,
0002-000092-000256,Mob_A,256,2,92,アイゲイロス,,,,
0002-000093-000257,Mob_A,257,2,93,アイゲイロス,,,,
0002-000094-000258,Mob_A,258,2,94,アイゲイロス,,,,
0002-000095-000259,Mob_A,259,2,95,アイゲイロス,,,,
0002-000096-000260,Mob_A,260,2,96,アイゲイロス,,,,
0002-000097-000261,Mob_B,261,2,97,ウォーモンガー,,,,
0002-000098-000262,Mob_B,262,2,98,ウォーモンガー,,,,
0002-000099-000263,Mob_B,263,2,99,ウォーモンガー,,,,
0002-000100-000264,Mob_B,264,2,100,ウォーモンガー,,,,
0002-000092-000265,Mob_B,265,2,92,エンペラーズローズ,,,,
0002-000093-000266,Mob_B,266,2,93,エンペラーズローズ,,,,
0002-000094-000267,Mob_B,267,2,94,エンペラーズローズ,,,,
0002-000095-000268,Mob_B,268,2,95,エンペラーズローズ,,,,
0002-000096-000269,Mob_B,269,2,96,エンペラーズローズ,,,,
0003-000117-000270,Mob_S+,270,3,117,ケール,,,,
0003-000123-000271,Mob_S,271,3,123,ルミネイター,,,,
0003-000124-000272,Mob_S,272,3,124,ルミネイター,,,,
0003-000125-000273,Mob_S,273,3,125,ルミネイター,,,,
0003-000126-000274,Mob_S,274,3,126,ルミネイター,,,,
0003-000127-000275,Mob_S,275,3,127,ルミネイター,,,,
0003-000118-000276,Mob_S,276,3,118,ルミネイター,,,,
0003-000119-000277,Mob_S,277,3,119,ルミネイター,,,,
0003-000120-000278,Mob_S,278,3,120,ルミネイター,,,,
0003-000121-000279,Mob_S,279,3,121,ルミネイター,,,,
0003-000122-000280,Mob_S,280,3,122,ルミネイター,,,,
0003-000123-000281,Mob_A,281,3,123,ルナテンダー・クイーン,,,,
0003-000124-000282,Mob_A,282,3,124,ルナテンダー・クイーン,,,,
0003-000125-000283,Mob_A,283,3,125,ルナテンダー・クイーン,,,,
0003-000126-000284,Mob_A,284,3,126,ルナテンダー・クイーン,,,,
0003-000127-000285,Mob_A,285,3,127,ルナテンダー・クイーン,,,,
0003-000118-000286,Mob_A,286,3,118,ルナテンダー・クイーン,,,,
0003-000119-000287,Mob_A,287,3,119,ルナテンダー・クイーン,,,,
0003-000120-000288,Mob_A,288,3,120,ルナテンダー・クイーン,,,,
0003-000121-000289,Mob_A,289,3,121,ルナテンダー・クイーン,,,,
0003-000122-000290,Mob_A,290,3,122,ルナテンダー・クイーン,,,,
0003-000123-000291,Mob_A,291,3,123,ムースプリンセス,,,,
0003-000124-000292,Mob_A,292,3,124,ムースプリンセス,,,,
0003-000125-000293,Mob_A,293,3,125,ムースプリンセス,,,,
0003-000126-000294,Mob_A,294,3,126,ムースプリンセス,,,,
0003-000127-000295,Mob_A,295,3,127,ムースプリンセス,,,,
0003-000118-000296,Mob_A,296,3,118,ムースプリンセス,,,,
0003-000119-000297,Mob_A,297,3,119,ムースプリンセス,,,,
0003-000120-000298,Mob_A,298,3,120,ムースプリンセス,,,,
0003-000121-000299,Mob_A,299,3,121,ムースプリンセス,,,,
0003-000122-000300,Mob_A,300,3,122,ムースプリンセス,,,,
0003-000123-000301,Mob_B,301,3,123,ダフニアマグナ,,,,
0003-000124-000302,Mob_B,302,3,124,ダフニアマグナ,,,,
0003-000125-000303,Mob_B,303,3,125,ダフニアマグナ,,,,
0003-000126-000304,Mob_B,304,3,126,ダフニアマグナ,,,,
0003-000127-000305,Mob_B,305,3,127,ダフニアマグナ,,,,
0003-000118-000306,Mob_B,306,3,118,ジェネシスロック,,,,
0003-000119-000307,Mob_B,307,3,119,ジェネシスロック,,,,
0003-000120-000308,Mob_B,308,3,120,ジェネシスロック,,,,
0003-000121-000309,Mob_B,309,3,121,ジェネシスロック,,,,
0003-000122-000310,Mob_B,310,3,122,ジェネシスロック,,,,
0004-000153-000311,Mob_S+,311,4,153,ケール,,,,
0004-000159-000312,Mob_S,312,4,159,オピオネウス,,,,
0004-000160-000313,Mob_S,313,4,160,オピオネウス,,,,
0004-000161-000314,Mob_S,314,4,161,オピオネウス,,,,
0004-000162-000315,Mob_S,315,4,162,オピオネウス,,,,
0004-000163-000316,Mob_S,316,4,163,オピオネウス,,,,
0004-000164-000317,Mob_S,317,4,164,オピオネウス,,,,
0004-000154-000318,Mob_S,318,4,154,オピオネウス,,,,
0004-000155-000319,Mob_S,319,4,155,オピオネウス,,,,
0004-000156-000320,Mob_S,320,4,156,オピオネウス,,,,
0004-000157-000321,Mob_S,321,4,157,オピオネウス,,,,
0004-000158-000322,Mob_S,322,4,158,オピオネウス,,,,
0004-000159-000323,Mob_A,323,4,159,グランガチ,,,,
0004-000160-000324,Mob_A,324,4,160,グランガチ,,,,
0004-000161-000325,Mob_A,325,4,161,グランガチ,,,,
0004-000162-000326,Mob_A,326,4,162,グランガチ,,,,
0004-000163-000327,Mob_A,327,4,163,グランガチ,,,,
0004-000164-000328,Mob_A,328,4,164,グランガチ,,,,
0004-000154-000329,Mob_A,329,4,154,グランガチ,,,,
0004-000155-000330,Mob_A,330,4,155,グランガチ,,,,
0004-000156-000331,Mob_A,331,4,156,グランガチ,,,,
0004-000157-000332,Mob_A,332,4,157,グランガチ,,,,
0004-000158-000333,Mob_A,333,4,158,グランガチ,,,,
0004-000159-000334,Mob_A,334,4,159,ペタロドゥス,,,,
0004-000160-000335,Mob_A,335,4,160,ペタロドゥス,,,,
0004-000161-000336,Mob_A,336,4,161,ペタロドゥス,,,,
0004-000162-000337,Mob_A,337,4,162,ペタロドゥス,,,,
0004-000163-000338,Mob_A,338,4,163,ペタロドゥス,,,,
0004-000164-000339,Mob_A,339,4,164,ペタロドゥス,,,,
0004-000154-000340,Mob_A,340,4,154,ペタロドゥス,,,,
0004-000155-000341,Mob_A,341,4,155,ペタロドゥス,,,,
0004-000156-000342,Mob_A,342,4,156,ペタロドゥス,,,,
0004-000157-000343,Mob_A,343,4,157,ペタロドゥス,,,,
0004-000158-000344,Mob_A,344,4,158,ペタロドゥス,,,,
0004-000159-000345,Mob_B,345,4,159,ユムカクス,,,,
0004-000160-000346,Mob_B,346,4,160,ユムカクス,,,,
0004-000161-000347,Mob_B,347,4,161,ユムカクス,,,,
0004-000162-000348,Mob_B,348,4,162,ユムカクス,,,,
0004-000163-000349,Mob_B,349,4,163,ユムカクス,,,,
0004-000164-000350,Mob_B,350,4,164,ユムカクス,,,,
0004-000154-000351,Mob_B,351,4,154,ショックモー,,,,
0004-000155-000352,Mob_B,352,4,155,ショックモー,,,,
0004-000156-000353,Mob_B,353,4,156,ショックモー,,,,
0004-000157-000354,Mob_B,354,4,157,ショックモー,,,,
0004-000158-000355,Mob_B,355,4,158,ショックモー,,,,
0005-000184-000356,Mob_S+,356,5,184,ケール,,,,
0005-000189-000357,Mob_S,357,5,189,ナロー＝リフト,,,,
0005-000190-000358,Mob_S,358,5,190,ナロー＝リフト,,,,
0005-000191-000359,Mob_S,359,5,191,ナロー＝リフト,,,,
0005-000192-000360,Mob_S,360,5,192,ナロー＝リフト,,,,
0005-000193-000361,Mob_S,361,5,193,ナロー＝リフト,,,,
0005-000185-000362,Mob_S,362,5,185,ナロー＝リフト,,,,
0005-000186-000363,Mob_S,363,5,186,ナロー＝リフト,,,,
0005-000187-000364,Mob_S,364,5,187,ナロー＝リフト,,,,
0005-000188-000365,Mob_S,365,5,188,ナロー＝リフト,,,,
0005-000189-000366,Mob_A,366,5,189,ファン・アイル,,,,
0005-000190-000367,Mob_A,367,5,190,ファン・アイル,,,,
0005-000191-000368,Mob_A,368,5,191,ファン・アイル,,,,
0005-000192-000369,Mob_A,369,5,192,ファン・アイル,,,,
0005-000193-000370,Mob_A,370,5,193,ファン・アイル,,,,
0005-000185-000371,Mob_A,371,5,185,ファン・アイル,,,,
0005-000186-000372,Mob_A,372,5,186,ファン・アイル,,,,
0005-000187-000373,Mob_A,373,5,187,ファン・アイル,,,,
0005-000188-000374,Mob_A,374,5,188,ファン・アイル,,,,
0005-000189-000375,Mob_A,375,5,189,アーチイータ,,,,
0005-000190-000376,Mob_A,376,5,190,アーチイータ,,,,
0005-000191-000377,Mob_A,377,5,191,アーチイータ,,,,
0005-000192-000378,Mob_A,378,5,192,アーチイータ,,,,
0005-000193-000379,Mob_A,379,5,193,アーチイータ,,,,
0005-000185-000380,Mob_A,380,5,185,アーチイータ,,,,
0005-000186-000381,Mob_A,381,5,186,アーチイータ,,,,
0005-000187-000382,Mob_A,382,5,187,アーチイータ,,,,
0005-000188-000383,Mob_A,383,5,188,アーチイータ,,,,
0005-000189-000384,Mob_B,384,5,189,レベルチーター,,,,
0005-000190-000385,Mob_B,385,5,190,レベルチーター,,,,
0005-000191-000386,Mob_B,386,5,191,レベルチーター,,,,
0005-000192-000387,Mob_B,387,5,192,レベルチーター,,,,
0005-000193-000388,Mob_B,388,5,193,レベルチーター,,,,
0005-000185-000389,Mob_B,389,5,185,オスク・レイ,,,,
0005-000186-000390,Mob_B,390,5,186,オスク・レイ,,,,
0005-000187-000391,Mob_B,391,5,187,オスク・レイ,,,,
0005-000188-000392,Mob_B,392,5,188,オスク・レイ,,,,
